uname,date,time,lat,long,altitude,velocity,ax,ay,az,gx,gy,gz
bunny,7/9/2021,11:02:14,36.06022161589743,120.93965776039886,38.93899339,0.0969999,-0.4,-0.4,9.5,-0.2,-0.9,-0.1
bunny,7/9/2021,11:02:15,36.06022161589743,120.93965776039886,38.93899339,0.0969999,-0.4,2.7,9.2,1.1,0.3,-0.6
bunny,7/9/2021,11:02:16,36.06022161589743,120.93965776039886,38.93899339,0.0969999,-6.5,6.4,4.3,0.1,-0.5,-0.5
bunny,7/9/2021,11:02:17,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.9,0.8,0.8,0.1,-0.7,1
bunny,7/9/2021,11:02:18,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.1,0.2,9.8,0,0,0
bunny,7/9/2021,11:02:19,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:20,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:21,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:22,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:23,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:24,36.06022401119658,120.9396547108262,38.93165088,0.0410323,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:25,36.06022037034188,120.93966061937321,38.91693874,0.0727152,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:26,36.06022037034188,120.93966061937321,38.91693874,0.0727152,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:27,36.06022037034188,120.93966061937321,38.91693874,0.0727152,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:28,36.06022037034188,120.93966061937321,38.91693874,0.0727152,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:29,36.06022037034188,120.93966061937321,38.91693874,0.0727152,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:30,36.06022037034188,120.93966061937321,38.91693874,0.0727152,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:31,36.06022037034188,120.93966061937321,38.91693874,0.0727152,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:32,36.06022477769231,120.93965194715098,38.85465144,0.0905267,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:33,36.06022477769231,120.93965194715098,38.85465144,0.0905267,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:34,36.06022477769231,120.93965194715098,38.85465144,0.0905267,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:35,36.06022477769231,120.93965194715098,38.85465144,0.0905267,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:36,36.06022477769231,120.93965194715098,38.85465144,0.0905267,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:37,36.06022468188034,120.93965147065526,38.84979981,0.0289597,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:38,36.06022468188034,120.93965147065526,38.84979981,0.0289597,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:39,36.06022468188034,120.93965147065526,38.84979981,0.0289597,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:40,36.06022468188034,120.93965147065526,38.84979981,0.0289597,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:41,36.06022468188034,120.93965147065526,38.84979981,0.0289597,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:42,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:43,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:44,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:45,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:46,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:47,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:48,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:49,36.06022065777778,120.9396566168091,38.85198088,0.0929683,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:50,36.06021740017094,120.93965928518519,38.89447453,0.0658183,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:51,36.06021740017094,120.93965928518519,38.89447453,0.0658183,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:52,36.06021740017094,120.93965928518519,38.89447453,0.0658183,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:53,36.06021740017094,120.93965928518519,38.89447453,0.0658183,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:54,36.060215675555554,120.93966023817663,39.00064037,0.0511658,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:55,36.060215675555554,120.93966023817663,39.00064037,0.0511658,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:56,36.060215675555554,120.93966023817663,39.00064037,0.0511658,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:57,36.060215675555554,120.93966023817663,39.00064037,0.0511658,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:58,36.060215675555554,120.93966023817663,39.00064037,0.0511658,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:02:59,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:00,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:01,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:02,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:03,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:04,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:05,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:06,36.06021797504273,120.93966061937321,38.97326416,0.0300032,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:07,36.060216442051285,120.93966490783474,38.96453934,0.0490278,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:08,36.060216442051285,120.93966490783474,38.96453934,0.0490278,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:09,36.060216442051285,120.93966490783474,38.96453934,0.0490278,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:10,36.060216442051285,120.93966490783474,38.96453934,0.0490278,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:11,36.060216442051285,120.93966490783474,38.96453934,0.0490278,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:12,36.060216442051285,120.93966490783474,38.96453934,0.0490278,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:13,36.060216442051285,120.93966490783474,38.96453934,0.0490278,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:14,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:15,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:16,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:17,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:18,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:19,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:20,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:21,36.06022132846154,120.93965585441595,38.98649977,0.1023072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:22,36.060225448376066,120.93965004116808,38.93345601,0.0975622,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:23,36.060225448376066,120.93965004116808,38.93345601,0.0975622,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:24,36.060225448376066,120.93965004116808,38.93345601,0.0975622,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:25,36.060225448376066,120.93965004116808,38.93345601,0.0975622,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:26,36.060225448376066,120.93965004116808,38.93345601,0.0975622,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:27,36.060225448376066,120.93965004116808,38.93345601,0.0975622,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:28,36.060225448376066,120.93965004116808,38.93345601,0.0975622,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:29,36.060219987094015,120.93966233475783,38.79616222,0.1301525,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:30,36.060219987094015,120.93966233475783,38.79616222,0.1301525,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:31,36.060219987094015,120.93966233475783,38.79616222,0.1301525,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:32,36.060219987094015,120.93966233475783,38.79616222,0.1301525,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:33,36.060219987094015,120.93966233475783,38.79616222,0.1301525,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:34,36.060215579743584,120.9396597616809,38.80306314,0.0915072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:35,36.060215579743584,120.9396597616809,38.80306314,0.0915072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:36,36.060215579743584,120.9396597616809,38.80306314,0.0915072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:37,36.060215579743584,120.9396597616809,38.80306314,0.0915072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:38,36.060215579743584,120.9396597616809,38.80306314,0.0915072,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:39,36.0602219991453,120.9396536625356,38.87128555,0.1243394,-0.1,0.2,9.7,0,0,0
bunny,7/9/2021,11:03:40,36.0602219991453,120.9396536625356,38.87128555,0.1243394,-0.1,0.2,9.7,0,0,0
